station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth 
ALO,2022-01-23 18:54,10.90,-0.90,58.26,330.00,4.00,0.00,30.09,1020.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.78,KALO 231854Z 33004KT 10SM CLR M12/M18 A3009 RMK AO2 SLP205 T11171183,M
ALO,2022-01-23 19:54,10.00,0.00,63.26,250.00,10.00,0.00,30.07,1020.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-4.62,KALO 231954Z 25010KT 10SM CLR M12/M18 A3007 RMK AO2 SLP202 T11221178,M
ALO,2022-01-23 20:54,10.90,0.00,60.77,260.00,4.00,0.00,30.03,1018.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.78,KALO 232054Z 26004KT 10SM CLR M12/M18 A3003 RMK AO2 SLP188 T11171178 58027,M
ALO,2022-01-23 21:54,10.00,-0.90,60.64,0.00,0.00,0.00,30.00,1017.80,10.00,M,FEW,SCT,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,10.00,KALO 232154Z 00000KT 10SM FEW075 SCT090 M12/M18 A3000 RMK AO2 SLP178 T11221183,M
ALO,2022-01-23 22:54,9.00,-0.90,63.42,230.00,6.00,0.00,29.98,1017.20,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,-2.17,KALO 232254Z 23006KT 10SM OVC075 M13/M18 A2998 RMK AO2 SLP172 T11281183,M
ALO,2022-01-23 23:54,10.00,1.00,66.29,190.00,6.00,0.00,29.95,1016.30,10.00,M,FEW,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,-0.97,KALO 232354Z 19006KT 10SM FEW050 OVC065 M12/M17 A2995 RMK AO2 SLP163 T11221172 11117 21128 56026,M
ALO,2022-01-24 00:54,10.00,1.90,69.13,170.00,7.00,0.00,29.91,1015.00,10.00,M,BKN,OVC,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,-2.04,KALO 240054Z 17007KT 10SM BKN050 OVC060 M12/M17 A2991 RMK AO2 SLP150 T11221167,M
ALO,2022-01-24 01:31,10.00,3.00,72.75,170.00,8.00,T,29.89,M,3.00,M,BKN,OVC,M,M,2700.00,4400.00,M,M,-SN,M,M,M,M,M,M,-2.99,KALO 240131Z 17008KT 3SM -SN BKN027 OVC044 M12/M16 A2989 RMK AO2 SNB02 P0000 T11221161,M
ALO,2022-01-24 01:40,10.00,3.90,75.83,170.00,8.00,0.01,29.89,M,1.75,M,OVC,M,M,M,2500.00,M,M,M,-SN,M,M,M,M,M,M,-2.99,KALO 240140Z 17008KT 1 3/4SM -SN OVC025 M12/M16 A2989 RMK AO2 SNB02 P0001 T11221156,M
ALO,2022-01-24 01:48,10.40,3.20,72.12,180.00,7.00,0.01,29.89,M,3.00,M,BKN,OVC,M,M,2400.00,3600.00,M,M,-SN,M,M,M,M,M,M,-1.55,KALO 240148Z AUTO 18007KT 3SM -SN BKN024 OVC036 M12/M16 A2989 RMK AO2 SNB02 P0001,M
ALO,2022-01-24 01:54,10.00,3.90,75.83,170.00,7.00,0.01,29.88,1013.80,4.00,M,BKN,OVC,M,M,2400.00,3800.00,M,M,-SN,M,M,M,M,M,M,-2.04,KALO 240154Z AUTO 17007KT 4SM -SN BKN024 OVC038 M12/M16 A2988 RMK AO2 SNB02 SLP138 P0001 T11221156,M
ALO,2022-01-24 02:07,10.90,5.00,76.62,160.00,8.00,T,29.86,M,4.00,M,OVC,M,M,M,3500.00,M,M,M,-SN,M,M,M,M,M,M,-1.88,KALO 240207Z AUTO 16008KT 4SM -SN OVC035 M12/M15 A2986 RMK AO2 PRESFR P0000 T11171150,M
ALO,2022-01-24 02:33,10.90,5.00,76.62,180.00,7.00,T,29.85,M,10.00,M,BKN,OVC,M,M,2800.00,3400.00,M,M,M,M,M,M,M,M,M,-0.94,KALO 240233Z AUTO 18007KT 10SM BKN028 OVC034 M12/M15 A2985 RMK AO2 SNE25 P0000 T11171150,M
ALO,2022-01-24 02:54,12.00,6.10,76.73,180.00,7.00,T,29.84,1012.30,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,0.40,KALO 240254Z AUTO 18007KT 10SM OVC027 M11/M14 A2984 RMK AO2 SNE25 SLP123 P0000 60001 T11111144 58038,M
ALO,2022-01-24 03:54,12.90,6.10,73.74,180.00,10.00,0.00,29.80,1011.10,10.00,M,BKN,OVC,M,M,2600.00,3600.00,M,M,M,M,M,M,M,M,M,-0.98,KALO 240354Z AUTO 18010KT 10SM BKN026 OVC036 M11/M14 A2980 RMK AO2 SLP111 T11061144,M
ALO,2022-01-24 04:07,12.90,7.00,76.82,170.00,7.00,0.00,29.80,M,10.00,M,SCT,OVC,M,M,2600.00,3600.00,M,M,M,M,M,M,M,M,M,1.50,KALO 240407Z AUTO 17007KT 10SM SCT026 OVC036 M11/M14 A2980 RMK AO2 T11061139,M
ALO,2022-01-24 04:54,14.00,7.00,73.19,180.00,11.00,0.00,29.74,1008.80,10.00,M,BKN,OVC,M,M,3600.00,7500.00,M,M,M,M,M,M,M,M,M,-0.28,KALO 240454Z AUTO 18011KT 10SM BKN036 OVC075 M10/M14 A2974 RMK AO2 PRESFR SLP088 T11001139,M
ALO,2022-01-24 05:54,15.10,9.00,76.34,170.00,10.00,0.00,29.71,1007.60,10.00,M,BKN,BKN,M,M,6000.00,11000.00,M,M,M,M,M,M,M,M,M,1.78,KALO 240554Z AUTO 17010KT 10SM BKN060 BKN110 M09/M13 A2971 RMK AO2 SLP076 60001 T10941128 11094 21128 410781167 56044,M
ALO,2022-01-24 06:54,17.10,10.00,73.20,180.00,10.00,0.00,29.66,1006.00,10.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,4.28,KALO 240654Z AUTO 18010KT 10SM BKN050 OVC070 M08/M12 A2966 RMK AO2 SLP060 T10831122,M
ALO,2022-01-24 07:42,18.00,12.00,76.97,190.00,8.00,0.01,29.63,M,2.00,M,OVC,M,M,M,2600.00,M,M,M,-SN,M,M,M,M,M,M,6.87,KALO 240742Z AUTO 19008KT 2SM -SN OVC026 M08/M11 A2963 RMK AO2 SNB13 P0001 T10781111,M
ALO,2022-01-24 07:54,18.00,12.00,76.97,190.00,9.00,0.01,29.63,1004.90,2.00,M,OVC,M,M,M,2600.00,M,M,M,-SN,M,M,M,M,M,M,6.11,KALO 240754Z AUTO 19009KT 2SM -SN OVC026 M08/M11 A2963 RMK AO2 SNB13 SLP049 P0001 T10781111,M
ALO,2022-01-24 08:14,18.00,12.90,80.09,190.00,7.00,0.01,29.62,M,1.75,M,SCT,OVC,M,M,2000.00,2800.00,M,M,-SN,M,M,M,M,M,M,7.71,KALO 240814Z AUTO 19007KT 1 3/4SM -SN SCT020 OVC028 M08/M11 A2962 RMK AO2 P0001 T10781106,M
ALO,2022-01-24 08:24,18.00,12.90,80.09,190.00,8.00,0.01,29.62,M,2.50,M,BKN,OVC,M,M,2200.00,2900.00,M,M,-SN,M,M,M,M,M,M,6.87,KALO 240824Z AUTO 19008KT 2 1/2SM -SN BKN022 OVC029 M08/M11 A2962 RMK AO2 P0001 T10781106,M
ALO,2022-01-24 08:35,19.00,14.00,80.52,180.00,8.00,0.02,29.61,M,3.00,M,OVC,M,M,M,2000.00,M,M,M,-SN,M,M,M,M,M,M,8.10,KALO 240835Z AUTO 18008KT 3SM -SN OVC020 M07/M10 A2961 RMK AO2 P0002 T10721100,M
ALO,2022-01-24 08:54,19.00,14.00,80.52,180.00,6.00,0.02,29.60,1003.80,9.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,9.87,KALO 240854Z AUTO 18006KT 9SM OVC019 M07/M10 A2960 RMK AO2 SNE53 SLP038 P0002 60003 T10721100 56036,M
ALO,2022-01-24 09:41,21.00,16.00,80.69,210.00,6.00,T,29.59,M,2.00,M,OVC,M,M,M,1700.00,M,M,M,-SN,M,M,M,M,M,M,12.28,KALO 240941Z AUTO 21006KT 2SM -SN OVC017 M06/M09 A2959 RMK AO2 SNB07 P0000 T10611089,M
ALO,2022-01-24 09:54,21.00,16.00,80.69,220.00,5.00,T,29.59,1003.40,5.00,M,OVC,M,M,M,1600.00,M,M,M,-SN,M,M,M,M,M,M,13.33,KALO 240954Z AUTO 22005KT 5SM -SN OVC016 M06/M09 A2959 RMK AO2 SNB07 SLP034 P0000 T10611089,M
ALO,2022-01-24 10:19,21.00,17.10,84.62,250.00,4.00,0.01,29.60,M,2.00,M,OVC,M,M,M,1700.00,M,M,M,-SN BR,M,M,M,M,M,M,14.57,KALO 241019Z AUTO 25004KT 2SM -SN BR OVC017 M06/M08 A2960 RMK AO2 P0001 T10611083,M
ALO,2022-01-24 10:31,21.00,17.10,84.62,260.00,4.00,0.02,29.59,M,1.50,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,M,M,M,14.57,KALO 241031Z AUTO 26004KT 1 1/2SM -SN BR OVC018 M06/M08 A2959 RMK AO2 P0002 T10611083,M
ALO,2022-01-24 10:39,21.00,17.10,84.62,260.00,4.00,0.02,29.59,M,3.00,M,OVC,M,M,M,1800.00,M,M,M,-SN BR,M,M,M,M,M,M,14.57,KALO 241039Z AUTO 26004KT 3SM -SN BR OVC018 M06/M08 A2959 RMK AO2 P0002 T10611083,M
ALO,2022-01-24 10:54,21.90,17.10,81.46,270.00,3.00,0.02,29.59,1003.40,3.00,M,BKN,OVC,M,M,1800.00,2700.00,M,M,-SN,M,M,M,M,M,M,17.14,KALO 241054Z AUTO 27003KT 3SM -SN BKN018 OVC027 M06/M08 A2959 RMK AO2 SLP034 P0002 T10561083,M
ALO,2022-01-24 11:04,21.90,17.10,81.46,250.00,3.00,0.01,29.59,M,2.00,M,SCT,OVC,M,M,1800.00,2600.00,M,M,-SN,M,M,M,M,M,M,17.14,KALO 241104Z AUTO 25003KT 2SM -SN SCT018 OVC026 M06/M08 A2959 RMK AO2 P0001 T10561083,M
ALO,2022-01-24 11:12,21.90,17.10,81.46,250.00,3.00,0.01,29.59,M,3.00,M,FEW,BKN,OVC,M,1800.00,3000.00,11000.00,M,-SN,M,M,M,M,M,M,17.14,KALO 241112Z AUTO 25003KT 3SM -SN FEW018 BKN030 OVC110 M06/M08 A2959 RMK AO2 P0001 T10561083,M
ALO,2022-01-24 11:54,23.00,19.00,84.39,300.00,6.00,0.01,29.59,1003.40,7.00,M,FEW,BKN,OVC,M,3500.00,5500.00,7000.00,M,-SN,M,M,M,M,M,M,14.69,KALO 241154Z 30006KT 7SM -SN FEW035 BKN055 OVC070 M05/M07 A2959 RMK AO2 SLP034 P0001 60006 70007 T10501072 11050 21094 55003,M
ALO,2022-01-24 12:54,25.00,19.90,80.66,290.00,7.00,T,29.59,1003.50,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,16.25,KALO 241254Z 29007KT 10SM OVC110 M04/M07 A2959 RMK AO2 SNE28 SLP035 P0000 T10391067,M
ALO,2022-01-24 13:01,25.00,21.00,84.53,290.00,8.00,0.00,29.60,M,10.00,M,SCT,OVC,M,M,900.00,11000.00,M,M,M,M,M,M,M,M,M,15.49,KALO 241301Z 29008KT 10SM SCT009 OVC110 M04/M06 A2960 RMK AO2 T10391061,M
ALO,2022-01-24 13:10,26.10,21.00,80.75,300.00,7.00,0.00,29.60,M,10.00,M,BKN,OVC,M,M,1000.00,11000.00,M,M,M,M,M,M,M,M,M,17.59,KALO 241310Z 30007KT 10SM BKN010 OVC110 M03/M06 A2960 RMK AO2 T10331061,M
ALO,2022-01-24 13:44,27.00,21.90,80.83,330.00,11.00,0.00,29.60,M,10.00,M,SCT,OVC,M,M,1100.00,1900.00,M,M,M,M,M,M,M,M,M,16.15,KALO 241344Z 33011KT 10SM SCT011 OVC019 M03/M06 A2960 RMK AO2 T10281056,M
ALO,2022-01-24 13:54,28.00,23.00,81.25,330.00,16.00,0.00,29.60,1003.70,10.00,M,OVC,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,15.20,KALO 241354Z 33016KT 10SM OVC019 M02/M05 A2960 RMK AO2 SLP037 T10221050,M
ALO,2022-01-24 14:20,28.00,21.90,77.57,330.00,15.00,0.00,29.62,M,10.00,23.00,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,15.59,KALO 241420Z 33015G23KT 10SM OVC013 M02/M06 A2962 RMK AO2 T10221056,M
ALO,2022-01-24 14:28,27.00,21.90,80.83,330.00,16.00,0.00,29.63,M,10.00,26.00,BKN,OVC,M,M,1500.00,2000.00,M,M,M,M,M,M,26.00,330.00,2022-01-24 14:25,13.90,KALO 241428Z 33016G26KT 10SM BKN015 OVC020 M03/M06 A2963 RMK AO2 PK WND 33026/1425 T10281056,M
ALO,2022-01-24 14:54,26.10,21.00,80.75,320.00,15.00,0.00,29.65,1005.50,8.00,M,BKN,OVC,M,M,1700.00,2400.00,M,M,M,M,M,M,26.00,330.00,2022-01-24 14:25,13.13,KALO 241454Z 32015KT 8SM BKN017 OVC024 M03/M06 A2965 RMK AO2 PK WND 33026/1425 SLP055 60000 T10331061 53021,M
ALO,2022-01-24 15:20,25.00,19.90,80.66,320.00,16.00,0.00,29.68,M,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,11.29,KALO 241520Z 32016KT 10SM OVC013 M04/M07 A2968 RMK AO2 T10391067,M
ALO,2022-01-24 15:54,21.90,17.10,81.46,330.00,17.00,0.00,29.71,1007.70,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,6.84,KALO 241554Z 33017KT 10SM OVC015 M06/M08 A2971 RMK AO2 SLP077 T10561083,M
ALO,2022-01-24 16:34,19.90,14.00,77.48,330.00,16.00,0.00,29.75,M,6.00,25.00,OVC,M,M,M,1400.00,M,M,M,HZ,M,M,M,26.00,320.00,2022-01-24 16:24,4.65,KALO 241634Z 33016G25KT 6SM HZ OVC014 M07/M10 A2975 RMK AO2 PK WND 32026/1624 PRESRR T10671100,M
ALO,2022-01-24 16:49,19.40,12.20,73.13,320.00,19.00,0.00,29.77,M,7.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,26.00,320.00,2022-01-24 16:24,2.77,KALO 241649Z 32019KT 7SM OVC015 M07/M11 A2977 RMK AO2 PK WND 32026/1624 PRESRR,M
ALO,2022-01-24 16:54,19.90,12.90,73.83,320.00,19.00,0.00,29.77,1009.70,7.00,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,26.00,320.00,2022-01-24 16:24,3.44,KALO 241654Z 32019KT 7SM OVC015 M07/M11 A2977 RMK AO2 PK WND 32026/1624 SLP097 T10671106,M
ALO,2022-01-24 17:54,17.10,9.00,69.99,320.00,17.00,T,29.81,1010.80,8.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,27.00,320.00,2022-01-24 17:07,0.56,KALO 241754Z 32017KT 8SM OVC028 M08/M13 A2981 RMK AO2 PK WND 32027/1707 SNB09E47 SLP108 P0000 60000 T10831128 11022 21083 51030,M
ALO,2022-01-24 18:54,15.10,7.00,69.75,320.00,19.00,T,29.84,1011.90,4.00,M,OVC,M,M,M,2300.00,M,M,M,-SN,M,M,M,26.00,320.00,2022-01-24 18:52,-2.91,KALO 241854Z 32019KT 4SM -SN OVC023 M09/M14 A2984 RMK AO2 PK WND 32026/1852 SNB09E27B45 SLP119 P0000 T10941139,M
ALO,2022-01-24 19:54,14.00,6.10,70.26,330.00,19.00,T,29.86,1012.70,6.00,M,BKN,M,M,M,1600.00,M,M,M,HZ,M,M,M,27.00,340.00,2022-01-24 19:45,-4.37,KALO 241954Z 33019KT 6SM HZ BKN016 M10/M14 A2986 RMK AO2 PK WND 34027/1945 SNE1859 SLP127 P0000 T11001144,M
ALO,2022-01-24 20:24,12.90,5.00,70.13,340.00,21.00,0.00,29.88,M,8.00,M,SCT,M,M,M,1600.00,M,M,M,M,M,M,M,27.00,310.00,2022-01-24 20:10,-6.62,KALO 242024Z 34021KT 8SM SCT016 M11/M15 A2988 RMK AO2 PK WND 31027/2010 T11061150,M
ALO,2022-01-24 20:54,12.90,3.90,66.67,330.00,22.00,0.00,29.89,1013.70,6.00,29.00,FEW,M,M,M,1500.00,M,M,M,HZ,M,M,M,29.00,330.00,2022-01-24 20:51,-7.00,KALO 242054Z 33022G29KT 6SM HZ FEW015 M11/M16 A2989 RMK AO2 PK WND 33029/2051 SLP137 60000 T11061156 51028,M
ALO,2022-01-24 21:54,10.90,3.00,69.89,320.00,20.00,0.00,29.94,1015.50,7.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,330.00,2022-01-24 21:47,-8.89,KALO 242154Z 32020G29KT 7SM CLR M12/M16 A2994 RMK AO2 PK WND 33029/2147 SLP155 T11171161,M
ALO,2022-01-24 22:54,9.00,1.00,69.33,320.00,14.00,0.00,29.98,1016.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,320.00,2022-01-24 22:13,-8.48,KALO 242254Z 32014KT 10SM CLR M13/M17 A2998 RMK AO2 PK WND 32026/2213 SLP168 T11281172,M
ALO,2022-01-24 23:54,8.10,-0.90,66.04,310.00,11.00,0.00,30.02,1018.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-7.74,KALO 242354Z 31011KT 10SM CLR M13/M18 A3002 RMK AO2 SLP183 60000 T11331183 11083 21133 51044,M
ALO,2022-01-25 00:54,5.00,-2.90,69.16,290.00,7.00,0.00,30.06,1019.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-8.13,KALO 250054Z 29007KT 10SM CLR M15/M19 A3006 RMK AO2 SLP196 T11501194,M
ALO,2022-01-25 01:54,3.90,-2.90,72.74,290.00,7.00,0.00,30.08,1020.30,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.47,KALO 250154Z 29007G17KT 10SM CLR M16/M19 A3008 RMK AO2 SLP203 T11561194,M
ALO,2022-01-25 02:54,1.90,-5.10,71.82,310.00,10.00,0.00,30.10,1021.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.78,KALO 250254Z AUTO 31010KT 10SM CLR M17/M21 A3010 RMK AO2 SLP210 T11671206 51025,M
ALO,2022-01-25 03:54,0.00,-7.10,71.25,310.00,10.00,0.00,30.11,1021.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.16,KALO 250354Z AUTO 31010KT 10SM CLR M18/M22 A3011 RMK AO2 SLP217 T11781217,M
ALO,2022-01-25 04:54,-2.00,-8.00,74.93,320.00,10.00,0.00,30.14,1022.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-19.67,KALO 250454Z AUTO 32010KT 10SM CLR M19/M22 A3014 RMK AO2 SLP225 T11891222,M
ALO,2022-01-25 05:54,-2.00,-9.00,71.35,320.00,14.00,0.00,30.15,1023.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.66,KALO 250554Z AUTO 32014KT 10SM CLR M19/M23 A3015 RMK AO2 SLP231 T11891228 11139 21189 410221189 53018,M
ALO,2022-01-25 06:54,-4.00,-9.90,75.09,320.00,10.00,0.00,30.17,1023.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.18,KALO 250654Z AUTO 32010KT 10SM CLR M20/M23 A3017 RMK AO2 SLP237 T12001233,M
ALO,2022-01-25 07:54,-5.10,-11.90,71.69,320.00,9.00,0.00,30.19,1024.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.62,KALO 250754Z AUTO 32009KT 10SM CLR M21/M24 A3019 RMK AO2 SLP244 T12061244,M
ALO,2022-01-25 08:54,-7.10,-14.10,70.73,300.00,4.00,0.00,30.23,1026.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-18.24,KALO 250854Z AUTO 30004KT 10SM CLR M22/M26 A3023 RMK AO2 SLP260 T12171256 53026,M
ALO,2022-01-25 09:54,-9.00,-15.00,74.16,280.00,6.00,0.00,30.25,1026.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.85,KALO 250954Z AUTO 28006KT 10SM CLR M23/M26 A3025 RMK AO2 SLP266 T12281261,M
ALO,2022-01-25 10:54,-9.00,-16.10,70.14,290.00,5.00,0.00,30.27,1027.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.30,KALO 251054Z AUTO 29005KT 10SM CLR M23/M27 A3027 RMK AO2 SLP275 T12281267,M
ALO,2022-01-25 11:54,-9.90,-17.00,70.02,280.00,6.00,0.00,30.30,1028.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.93,KALO 251154Z 28006KT 10SM CLR M23/M27 A3030 RMK AO2 SLP283 T12331272 11189 21239 53020,M
ALO,2022-01-25 12:54,-11.00,-18.00,70.24,300.00,5.00,0.00,30.32,1029.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.67,KALO 251254Z 30005KT 10SM CLR M24/M28 A3032 RMK AO2 SLP292 T12391278,M
ALO,2022-01-25 13:54,-11.00,-18.00,70.24,290.00,5.00,0.00,30.34,1030.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.67,KALO 251354Z 29005KT 10SM CLR M24/M28 A3034 RMK AO2 SLP301 T12391278,M
ALO,2022-01-25 14:54,-8.00,-16.10,66.79,310.00,10.00,0.00,30.37,1030.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.19,KALO 251454Z 31010KT 10SM CLR M22/M27 A3037 RMK AO2 SLP309 T12221267 53024,M
ALO,2022-01-25 15:54,-6.00,-15.00,64.08,290.00,8.00,0.00,30.40,1032.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.70,KALO 251554Z 29008KT 10SM CLR M21/M26 A3040 RMK AO2 SLP320 T12111261,M
ALO,2022-01-25 16:54,-4.00,-13.00,64.37,300.00,8.00,0.00,30.42,1032.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-20.23,KALO 251654Z 30008KT 10SM CLR M20/M25 A3042 RMK AO2 SLP327 T12001250,M
ALO,2022-01-25 17:54,-2.00,-11.90,61.83,310.00,8.00,0.00,30.41,1032.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.77,KALO 251754Z 31008KT 10SM CLR M19/M24 A3041 RMK AO2 SLP324 T11891244 11189 21244 50015,M
ALO,2022-01-25 18:54,1.00,-9.90,59.28,300.00,6.00,0.00,30.39,1031.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-11.81,KALO 251854Z 30006KT 10SM CLR M17/M23 A3039 RMK AO2 SLP317 T11721233,M
ALO,2022-01-25 19:54,3.90,-8.00,56.89,300.00,8.00,0.00,30.39,1031.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-10.50,KALO 251954Z 30008KT 10SM CLR M16/M22 A3039 RMK AO2 SLP315 T11561222,M
ALO,2022-01-25 20:54,3.90,-7.10,59.44,290.00,9.00,0.00,30.40,1031.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-11.43,KALO 252054Z 29009KT 10SM CLR M16/M22 A3040 RMK AO2 SLP318 T11561217 55005,M
ALO,2022-01-25 21:54,3.00,-7.10,61.96,300.00,9.00,0.00,30.42,1032.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-12.55,KALO 252154Z 30009KT 10SM CLR M16/M22 A3042 RMK AO2 SLP328 T11611217,M
ALO,2022-01-25 22:54,1.90,-9.00,59.42,300.00,9.00,0.00,30.44,1033.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-13.91,KALO 252254Z 30009KT 10SM CLR M17/M23 A3044 RMK AO2 SLP334 T11671228,M
ALO,2022-01-25 23:54,0.00,-9.90,62.12,290.00,7.00,0.00,30.46,1034.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-14.23,KALO 252354Z 29007KT 10SM CLR M18/M23 A3046 RMK AO2 SLP342 T11781233 11156 21189 51022,M
ALO,2022-01-26 00:54,-2.90,-11.90,64.53,290.00,5.00,0.00,30.48,1034.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.05,KALO 260054Z 29005KT 10SM CLR M19/M24 A3048 RMK AO2 SLP349 T11941244,M
ALO,2022-01-26 01:54,-5.10,-11.90,71.69,300.00,4.00,0.00,30.49,1035.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-15.90,KALO 260154Z 30004KT 10SM CLR M21/M24 A3049 RMK AO2 SLP354 T12061244,M
ALO,2022-01-26 02:54,-4.00,-11.90,68.00,290.00,9.00,0.00,30.49,1035.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.25,KALO 260254Z AUTO 29009KT 10SM CLR M20/M24 A3049 RMK AO2 SLP352 T12001244 50009,M
ALO,2022-01-26 03:54,-7.10,-14.10,70.73,310.00,6.00,0.00,30.49,1035.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-21.56,KALO 260354Z AUTO 31006KT 10SM CLR M22/M26 A3049 RMK AO2 SLP354 T12171256,M
ALO,2022-01-26 04:54,-9.00,-16.10,70.14,310.00,6.00,0.00,30.49,1035.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.85,KALO 260454Z AUTO 31006KT 10SM CLR M23/M27 A3049 RMK AO2 SLP352 T12281267,M
ALO,2022-01-26 05:54,-9.00,-16.10,70.14,300.00,5.00,0.00,30.49,1035.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.30,KALO 260554Z AUTO 30005KT 10SM CLR M23/M27 A3049 RMK AO2 SLP351 T12281267 11178 21228 411561244 50000,M
ALO,2022-01-26 06:54,-9.90,-18.00,66.53,0.00,0.00,0.00,30.48,1035.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.90,KALO 260654Z AUTO 00000KT 10SM CLR M23/M28 A3048 RMK AO2 SLP350 T12331278,M
ALO,2022-01-26 07:54,-11.00,-18.00,70.24,310.00,4.00,0.00,30.48,1034.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-22.79,KALO 260754Z AUTO 31004KT 10SM CLR M24/M28 A3048 RMK AO2 SLP349 T12391278,M
ALO,2022-01-26 08:54,-15.00,-20.90,73.86,240.00,4.00,0.00,30.48,1034.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-27.46,KALO 260854Z AUTO 24004KT 10SM CLR M26/M29 A3048 RMK AO2 SLP349 T12611294 56002,M
ALO,2022-01-26 09:54,-14.10,-20.90,70.58,260.00,3.00,0.00,30.48,1034.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-24.01,KALO 260954Z AUTO 26003KT 10SM CLR M26/M29 A3048 RMK AO2 SLP348 T12561294,M
